'1억' 마세라티' 소유주가 서울시 공공임대주택 거주	노컷뉴스언론사 선정
"서울시 공공임대 세입자가 1억원짜리 마세라티 소유"	오늘경제
'요트원정대: 더 비기닝' 장혁·허경환·최여진·소유 "육지가 그립다" [포인...	엑스포츠뉴스
'요트원정대: 더 비기닝' 장혁-허경환-최여진-소유, 요트에서 멍때리기 "육지...	헤럴드POP
경실련, 고위공직자 농지소유 현황 조사 발표	연합뉴스
문 정부 고위공직자, 40% 농지 소유…"가짜 농부 잡아야"	아시아타임즈
[2020국감]"정부, 9400억 차명재산 소유주 추적"	파이낸셜뉴스언론사 선정
경실련 "문재인 정부 들어 3년간 민간소유 땅값 2670조 상승"	뉴스웍스
[단독]'전참시' PD "함연지의 매력? "해피에너지 소유자!" [직격인터뷰]	스타뉴스
예래단지 토지주들 ‘소유권 이전 소송’ 또 승소	KBS
[2020국감]"정부, 9400억 차명재산 소유주 추적"	파이낸셜뉴스언론사 선정
"육지 그립다"..'요트원정대: 더 비기닝', 장혁→소유 망망대해 위 멍때리기	enews24
정부는 농지의 '비농업인 소유' 금지하라	뉴스1
경실련 "문재인 정부 들어 3년간 민간소유 땅값 2670조 상승"	뉴스웍스
[단독]'전참시' PD "함연지의 매력? "해피에너지 소유자!" [직격인터뷰]	스타뉴스
예래단지 토지주들 ‘소유권 이전 소송’ 또 승소	KBS
고위공직자 농지소유와 농지법 개정	한국농어민신문
참으로 영원한 나의 소유	뉴스프리존
[2020 국감] HUG, 아파트 42채 소유 외국인에게 자금 지원	파이낸셜뉴스
철도공단 이사장, 신설 역사 인근 부동산 소유 논란	BBS NEWS
[2020 국감] HUG, 아파트 42채 소유 외국인에게 자금 지원	파이낸셜뉴스
문재인 정부 고위공직자 농지 소유 현황 발표 기자회견	뉴시스
철도공단 이사장, 신설 역사 인근 부동산 소유 논란	BBS NEWS
예래주거단지 소유권이전 등기 소송 토지주 승소	제주MBC
[판세] 출자자의 소유주식 등의 양도가 제한된 경우'의 의미	세정일보
'요트원정대: 더 비기닝' 3차 티저, 망망대해 위 장혁X허경환X최여진X소유	스포츠투데이
"고위공직자 10명 중 4명 농지 소유"…평균 1억9천만원어치	서울이코노미뉴스
제주서 다른 사람 소유 팽나무 파내고 산림 훼손 70대 구속	경향신문
소유·경영 분리 '2017년 SBS 10·13 합의'… 결국 공수표였나	기자협회보언론사 선정
BMW 소유주를 위한 골프대회 'BMW 조이 인비테이셔널’ 개최	아이뉴스24
"고위공직자 10명 중 4명 농지 소유"…평균 1억9천만원어치	서울이코노미뉴스
제주서 다른 사람 소유 팽나무 파내고 산림 훼손 70대 구속	경향신문
소유·경영 분리 '2017년 SBS 10·13 합의'… 결국 공수표였나	기자협회보언론사 선정
BMW 소유주를 위한 골프대회 'BMW 조이 인비테이셔널’ 개최	아이뉴스24
1억 '마세라티' 소유자, 사는 곳은 서울시 공공임대주택?	뉴스웍스
이낙연 "1주택 장기소유자, '세금안심' 정책 마련해야"	오피니언뉴스
"소유‧경영 분리 노사합의 3년, SBS 대주주 지금 어딨나"	미디어오늘언론사 선정
당진시, 부동산소유권 특별조치법 추진	충청뉴스
월급쟁이도 '명작' 소유...10만원, 100만원 소액투자 OK	e대한경제
차명재산 9400억원…국세청, 실소유주 추적	한국경제
차명재산 9400억원…국세청, 실소유주 추적	한국경제
고위 공직자 농지 소유 현황 발표 기자회견	뉴스핌
진성준 "위례보금자리 불법소유 野최춘식 7억원 잠재 시세차익"	연합뉴스언론사 선정
회사 소유 건물 유치권 행사 방해한 직원…대법 "권리행사방해 유죄"	투데이신문
[이슈앤 직설] 이스타 항공 대량해고…‘실소유주’ 이상직은 어디에?	SBS CNBC언론사 선정
사모펀드 소유 기업들, 10%는 부도 위기	파이낸셜뉴스언론사 선정
[2020국감] 조오섭 “공공임대주택에 1억짜리 ‘마세라티’ 소유주도 거주해”	조세금융신문
사망한 BJ의 저작권, 아프리카TV 소유?	경향신문
농특위, 농지 소유·이용 실태 조사와 제도개선 방안 마련에 주력	농수축산신문
단독주택의 토지·건물만 소유 때 주택수 계산은?	한국경제
[포토]고위공직자 농지소유 현황 조사 발표 기자회견	아시아경제
사모펀드 소유 기업들, 10%는 부도 위기	파이낸셜뉴스언론사 선정
[2020국감] 조오섭 “공공임대주택에 1억짜리 ‘마세라티’ 소유주도 거주해”	조세금융신문
국세청, 차명재산 9천400억원… "실소유주 추적해 과세"	노컷뉴스
사망한 BJ의 저작권, 아프리카TV 소유?	경향신문
농특위, 농지 소유·이용 실태 조사와 제도개선 방안 마련에 주력	농수축산신문
단독주택의 토지·건물만 소유 때 주택수 계산은?	한국경제
서귀포시, 행정 소유 경유차량 배출가스 특별 점검 실시	헤드라인제주
예래주거단지 소유권이전 등기 소송 토지주 승소	제주MBC
장경태 "野 의원 부친 소유 이진베이시티 용적률 올려준 건 특혜"	뉴스1
'요트원정대: 더 비기닝' 장혁X최여진X허경환X소유, 요트 도전기	텐아시아
공정위, "사망 BJ 영상은 회사 소유" 아프리카 TV 불공정 약관 5개 '손질'	전자신문
성관계 영상 유포 협박, 비번 바꾸기… 유튜버 소유권 분쟁 백태	신동아언론사 선정
경실련서 열린 고위 공직자 농지 소유 현황 발표 기자회견	뉴스핌
국가철도공단 “이사장 소유 신설역 인근 수십억 땅… 사실과 달라” 해명	세계일보
음성군, 읍내·갑산지구 소유자 경계조정 협의…800여 필지	뉴시스
백종원 소유 '호텔 더본' 증축 또 제동... "교통난 심각"	오마이뉴스
'파트너' 김호중, 3대 듀엣파트너 차윤승 선택 "빠져드는 목소리 소유자"	뉴스인사이드
[단독]여수상의, 회장 소유 골프장서 골프 안치면 피선거권 '제한'	노컷뉴스
멕시코 강진 때 붕괴된 초등학교 소유주 '과실치사' 31년형	연합뉴스
[단독]여수상의, 회장 소유 골프장서 골프 안치면 피선거권 '제한'	노컷뉴스
멕시코 강진 때 붕괴된 초등학교 소유주 '과실치사' 31년형	연합뉴스
소유, 스웨터 사이로 살짝 드러난 '군살 제로 복근+한줌 허리'	스포츠조선
경기도, 지방도 보상하고도 소유권 못찾은 토지 '최소 1천억원' 상당	경기일보
‘요트원정대’ 티저 2종 공개, 장혁X최여진X허경환X소유 ‘요트를 즐기는 방...	한국경제
"트럼프家, 소유리조트에 대동한 비밀경호국에 방값 청구"	MBC
당진시, 부동산소유권 특별조치법 추진	충청타임즈
'실화탐사대' 계양산 불법 개농장, 롯데가 소유의 땅 "200마리 갈곳 없어"	일요신문
김상균 철도공단 이사장, 신설역 인근 수십억 땅 소유 논란…"이해충돌 아니다...	투데이신문
[2020 국감]심상정, “경기도 개인 임대사업자 1위 혼자 454채 소유...3세 아...	폴리뉴스
“BJ 사망하면 저작권 회사 소유”…아프리카TV에 철퇴	한겨레
담양군, '부동산소유권 이전등기 등에 관한 특별조치법' 보증인 교육 실시	뉴스워커
음성군, 10월부터 소유자경계 조정 협의 추진	중부매일
타인 소유 팽나무 66그루 무단으로 파낸 조경업자 구속	뉴스렙
제주 동(洞) 지역도 부동산 소유권 이전 등기 특별조치법 적용	충청리뷰
고위 공직자 농지 소유 현황 발표 기자회견, 발언하는 윤순철 사무총장	뉴스핌
[2020 국감]신설역 인근 부동산 소유한 김상균 이사장 "역 신설 알지 못했다"	MTN
평창군, ‘용평돔’ 소유권 확보 제동…국제대회 차질 우려	KBS
장혁→소유 ‘요트원정대’ 티저 공개, 4人 4色 요트 즐기기	뉴스엔
[포토] 경실련, 문정부의 고위공직자 농지소유 현황조사 발표 기자회견 가져	시사포커스
소유, 운동으로 다져진 근육질 팔 자랑...`건강美 뿜뿜`	매일경제
소유, 크롭티로 살짝 뽐낸 복근..독한 자기관리 끝판왕	헤럴드POP
'요트원정대: 더 비기닝' 장혁→소유, 서해안 종주 도전 "연예인 아닌 사람 보...	OSEN
`요트원정대:더 비기닝` 티저 공개...장혁·최여진·허경환·소유 케미 기대	매일경제
담양군, ‘부동산소유권 이전등기 등에 관한 특별조치법’ 보증인 교육 실시	NSP통신
현대차, 코나EV 소유주에 "화재원인 분석중, 불편 끼쳐 죄송"	중앙일보언론사 선정
與'다주택 소유자'집안 정리 실시	대경일보
고위 공직자 농지소유 현황 조사 발표 기자회견, 발언하는 김호 농업개혁위원...	뉴스핌
송파, 헬리오시티 뜨거운감자 "소유권보존 등기 위한 총회...이번엔 성공?"	파이낸스투데이
소유 합류, ‘캡틴’ 티저 공개…이승철·제시와 케미 예고	스포츠동아
담양군, ‘부동산소유권 이전등기 등에 관한 특별조치법’ 보증인 교육 실시	위키트리
소유 합류, ‘캡틴’ 티저 공개…이승철·제시와 케미 예고	스포츠동아
'요트원정대:더 비기닝' 티저 공개...장혁→소유, 4人의  유쾌 케미	한국일보
평창군, ‘용평돔’ 소유권 확보 제동…국제대회 차질 우려	KBS
[여기는 원주] 평창군, ‘용평돔’ 소유권 확보 제동…국제대회 차질 우려	KBS
제주서 타인 소유 팽나무 66그루 무단으로 파낸 조경업자 구속	제주도민일보
외국인 투자자 4명 중 1명 꼴로 ‘조세회피처’ 국적 소유…보유 주식 105조원...	헤럴드경제
靑이 '1주택자' 치켜세운 법제처장, '50억 부동산 소유' 논란	TV조선언론사 선정
[단독] 前 靑행정관, 옵티머스 주식 10% 소유…"명의 빌려준 것" 해명	TV조선언론사 선정
경실련 "정부 고위공직자 10명 중 4명 농지소유”	아시아투데이
‘요트원정대2’ 장혁X최여진X허경환X소유 출연확정 “26일 첫방송”(공식)	뉴스엔
"트럼프家, 소유리조트에 대동한 비밀경호국에 방값 청구"	연합뉴스
타인 소유 3억 상당 팽나무 66그루 훔친 70대 구속	제주일보
외국인 투자자 4명 중 1명 ‘조세회피처’ 국적 소유	헤럴드경제
[단독] "옵티머스 돈 500억, 前 靑행정관 소유 회사로 빠져나가"	TV조선언론사 선정
[국감중계석] "대관령 목장업체, 산림청 소유임야 자기 땅처럼 돈장사"	강원도민일보
[2020 국감] 국세청, 차명재산 9400억원… "실소유주 추적해 과세"	아주경제
‘요트원정대2’ 베일 벗었다…장혁·최여진·허경환·소유, 케미 기대감↑	스포츠동아
"서울엔 집이 없다"…대신 1200평 마당 소유주-4층 건물주 됐다	머니투데이
소유, 10대 오디션 `캡틴` 심사위원 합류…이승철X제시 호흡	매일경제
소유, 10대 오디션 `캡틴` 심사위원 합류…이승철X제시 호흡	매일경제
2017년 'SBS 소유경영분리' 합의, 3년 후 현실은	미디어스
"소방청 소유의 모의비행장치 1대도 없어"... 헬기조종사, 훈련하러 산으로 바...	프레시안
‘요트원정대: 더 비기닝’ 론칭, 장혁-최여진-허경환-소유 출연 확정	한국경제
아프리카tv, 1인 사업자 사망해도 곧바로 콘텐츠 소유권 못 갖는다	e대한경제
소유진, ♥백종원 소유 제주도 호텔 환상뷰 공개	매일경제
[단독]佛대사관 소유 반포주택도 ‘종부세 급등’ …면제 요청했지만 ‘퇴짜’	헤럴드경제언론사 선정
검찰, 충주시 미술품 무단소유 의혹 이종배 의원 무혐의 처분	연합뉴스
국내 주택왕, 혼자서 1806채 보유..상위 10% 전체 주택 21.1% 소유	브레이크뉴스
[판결](단독) 공무원 과실로 향교 소유 토지 처분… “국가, 4억6000만원 배상...	법률신문
국내 주택왕, 혼자서 1806채 보유..상위 10% 전체 주택 21.1% 소유	브레이크뉴스
[판결](단독) 공무원 과실로 향교 소유 토지 처분… “국가, 4억6000만원 배상...	법률신문
‘요트원정대: 더 비기닝’ 장혁, 최여진, 허경환, 소유	스포츠경향
무엇을 위한 '소유·경영 분리'인가?	기자협회보
'이스타항공' 실소유주 이상직, 선거법 공소시효 하루 앞두고 불구속 기소	더팩트
부부소유 장특공제…오락가락 정부해석 11건	머니투데이
소유, 10대 오디션 '캡틴' 심사위원 합류…이승철X제시와 '찰떡 케미'	엑스포츠뉴스
제주, 교통혼잡 상업시설 소유주에 '교통유발부담금' 첫 부과	헤드라인제주
생활법률 상식 - 맹지토지 소유자가 타인소유 토지통행권 행사 여부	전북도민일보
"인간 다이어트 자극짤" 소유, 크롭티 사이 세상 선명한 '11자 복근'  [★SH...	OSEN
대한항공 소유 송현동 부지 ‘공원 지정’ 안건 상정	e대한경제
위례보금자리 불법소유 의혹에… 최춘식 "아파트취득 적법하다"	경인일보
소유, '캡틴' 심사위원 합류..이승철X제시와 케미 기대↑	enews24
부동산 소유권 이전 보증인 수당 놓고 혼선	인천일보
MBN 노조 "부동산 물적분할 중단하고 소유-경영 분리해야"	연합뉴스
경방, 사실상 실소유 사모펀드에 ㈜한진 지분분 매각	연합인포맥스
소유, 오디션 프로 '캡틴' 심사위원 합류 "참가자 입장 이해"	뉴스1
드라마 ;스타트업' 남주혁-김선호, 부드러운 카리스마 소유자들	스포츠월드
담양군 부동산소유 이전등기 등에 관한 특별조치법	메트로신문
완주군의회 "부동산 소유권이전 등기 특별법 시행령 간소화해야"	연합뉴스
드라마 ;스타트업' 남주혁-김선호, 부드러운 카리스마 소유자들	스포츠월드
담양군 부동산소유 이전등기 등에 관한 특별조치법	메트로신문
완주군의회 "부동산 소유권이전 등기 특별법 시행령 간소화해야"	연합뉴스
장혁·최여진·허경환·소유 ‘요트원정대: 더 비기닝’ 출연 확정…26일 첫방	MK스포츠
"HUG, 42채 소유 외국인에 융자지원 정황"...소병훈, 자금조달 계획도 살펴야	청년일보
소유 합류, ‘캡틴(CAP-TEEN)’서 이승철-제시와 호흡	MBN
개인소유 하천편입토지 보상청구기간 연장	경남데일리
진성준 “공공아파트 불법소유한 최춘식 의원 부당이익 반환하라”	일요신문
R]훈민정음 상주본 과대평가됐다(3) 소유주는 국가	안동MBC
[국감 이사람 | 민형배 의원(더불어민주당·광주 광산구을)] "거주하는 사람만...	내일신문
장혁·최여진·허경환·소유, `요트원정대: 더 비기닝` 新 대원 확정 [공식]	매일경제
[국감 이사람 | 민형배 의원(더불어민주당·광주 광산구을)] "거주하는 사람만...	내일신문
'아내의 맛' 이상준, 700만원짜리 운동화 소유 "총 5천만원" 깜짝	스포츠조선
경기도내 민간주택사업자 상위 20명 소유 물량 4000여 채 달해	기호일보
진성준 "최춘식, 아파트 불법으로 소유…7억원 이상 시세차익"	뉴스핌
완주군의회 "부동산소유권 특별조치법 개정해야" 촉구	뉴스1
스콜스, 자신이 소유한 英 4부리그 팀 임시 감독 취임	스포탈코리아
소유진, ♥백종원 소유 호텔에서 제주도 여행 인증샷..뷰가 환상적이야	스타뉴스
스콜스, 또 감독 맡는다...네빌 형제-긱스 등 '클래스 오브 29' 소유팀	인터풋볼
'PD수첩' 정찬민 전 시장, '소유 땅' 자연녹지→ 일반 주거용지 '변경'	톱스타뉴스
스콜스, 또 감독 맡는다...네빌 형제-긱스 등 '클래스 오브 29' 소유팀	인터풋볼
진성준 “최춘식, 아파트 불법 소유...7억원 이상 시세차익 거둬”	아주경제
'PD수첩' 정찬민 전 시장, '소유 땅' 자연녹지→ 일반 주거용지 '변경'	톱스타뉴스
서초구, 9억 이하 1주택 소유자에 재산세 돌려준다…최고 45만원 환급	동아일보언론사 선정
‘비밀의 남자’ 김희정, 미친 소유욕+어긋난 모정 완벽 표현 [MK★TV뷰]	MK스포츠
장혁·최여진·허경환·소유, '요트원정대: 더 비기닝' NEW 대원 출격	한국일보
소유 합류, 10대 오디션 '캡틴' 이승철·제시와 심사위원 출격	미디어펜
[팝업★]"다 잘될 거야" 소유진, ♥백종원 소유 제주 호텔行→삼남매와 힐링(...	헤럴드POP
지난해 법인 소유 토지면적, 충북 크기와 맞먹어	세정신문
마포구, 개인 소유지 등 활용 ‘골목 공유 주차사업’ 확대	문화일보
'요트원정대:더 비기닝', 장혁-최여진-허경환-소유 출연 확정..10월 26일 첫방...	헤럴드POP
마포구, 개인 소유지 등 활용 ‘골목 공유 주차사업’ 확대	문화일보
1억 넘는 차 소유해도 건강보험료는 0원	파이낸셜뉴스
프란치스코, 가난 아닌 내외적 소유 포기하는 삶 강조	가톨릭평화방송·평화신문
임성훈 DGB대구은행장, '자사주 5천 주' 추가 매입...총 1만 3천 주 소유	내외뉴스통신
소유진, ♥백종원 소유 제주도 호텔 뷰 공개 "다 잘될거야"	스포츠조선
[오늘의 매일경제TV] 소유보다 공유…렌탈업 1세대를 만나다	매일경제
소유, '캡틴' 심사위원 합류..이승철X제시와 케미	스타뉴스
소유진, ♥백종원 소유한 제주 호텔 여행 "다 잘될거야, 오늘도 힘" [★해시태...	엑스포츠뉴스
'편법 지분소유' 병원-도매, 일감몰아주고 수익 더 챙기기?	메디파나뉴스
소유진, ♥백종원 소유한 제주 호텔 여행 "다 잘될거야, 오늘도 힘" [★해시태...	엑스포츠뉴스
'요트원정대: 더 비기닝' 26일 첫방송…장혁·최여진·허경환·소유 출연 [공...	마이데일리
'편법 지분소유' 병원-도매, 일감몰아주고 수익 더 챙기기?	메디파나뉴스
맹견 소유자, 책임보험 가입 안 하면 과태료... 최대 300만원	조선비즈언론사 선정
대한항공 소유 송현동 땅, 공원화 가능할까?	쿠키뉴스
오너일가 보유주식의 18%는 은행 소유…담보설정 14조8천억원	연합뉴스언론사 선정
전남 교육감 관사 소유 60평 아파트	전남매일
소유, 오늘(22일) ‘18 어게인’ OST 발표	스포츠동아
[2020 국감] 국세청, 9400억원 상당 차명재산 실소유주 추적	이투데이
소유진, 백종원 소유 제주도 호텔 환상뷰 공개	천지일보
광주·전남 임대사업자 1명에 주택 4채 소유	KBS
